,x,y,z
11395,0.03,0.02,1.0
19470,-0.01,0.03,1.12
1021,0.04,0.02,1.0
18448,0.04,0.04,1.0
10767,0.04,0.04,1.01
12560,0.04,0.05,1.0
9760,0.04,0.05,1.0
2845,0.04,0.02,1.0
18590,0.04,0.04,1.0
1654,0.04,0.04,1.0
831,0.04,0.02,1.0
1171,0.04,0.05,1.0
12231,0.2,0.08,1.03
10628,0.03,0.04,1.01
6898,0.04,0.59,0.97
17786,0.04,0.03,1.0
5944,0.04,0.02,1.0
14813,0.04,0.03,1.0
9709,0.04,0.04,1.0
11659,0.04,0.03,1.0
869,0.04,0.03,1.0
12774,0.04,0.04,1.0
19317,-0.04,-0.03,1.03
5518,0.04,0.03,1.0
5902,0.04,0.03,1.0
542,0.02,0.04,0.9
15174,0.04,0.03,1.0
10534,0.04,0.04,1.0
19677,0.04,0.05,1.01
14476,0.04,0.03,1.0
7021,0.04,0.05,1.0
19245,0.04,0.04,1.0
3515,0.04,0.02,1.0
13858,0.04,0.04,1.01
12762,0.04,0.05,1.0
14127,0.04,0.03,1.0
13115,0.03,0.04,1.0
16290,0.04,0.04,1.01
16019,0.03,0.04,1.0
17777,0.04,0.22,1.02
19756,0.04,0.04,1.0
12300,0.04,0.03,1.0
12563,0.04,0.04,1.0
4190,0.04,0.05,1.0
12732,0.03,0.05,1.01
7352,0.04,0.04,1.0
15153,0.04,0.03,1.0
7581,0.04,0.04,1.0
18232,0.04,0.05,0.99
3746,0.05,0.06,1.09
14597,0.04,0.03,1.0
19397,0.03,0.05,1.01
2568,0.04,0.04,1.01
12354,0.04,0.02,1.0
18841,0.04,0.04,0.99
17634,0.05,0.04,1.01
17499,0.04,0.04,1.02
5457,0.03,0.04,1.0
1082,0.04,0.02,1.0
14255,0.04,0.03,1.0
6445,0.04,0.03,1.0
17075,0.15,0.12,1.05
11689,0.04,0.03,1.0
16333,0.04,0.05,1.01
12147,0.02,0.03,0.98
5366,0.07,-0.31,1.03
2027,0.04,0.05,1.0
14895,0.04,0.02,1.0
18908,0.04,0.04,1.0
8814,0.04,0.02,1.0
18678,0.07,0.0,1.0
8126,0.04,0.04,1.01
226,0.03,0.06,1.0
1015,0.05,0.08,1.07
16667,0.04,0.03,1.0
1933,0.04,0.05,1.0
10428,0.04,0.05,1.0
5698,0.04,0.03,1.0
10863,0.0,0.16999999999999998,0.98
2183,0.04,0.04,1.01
698,0.04,0.02,1.0
1126,0.04,0.05,1.0
8191,0.11,0.5,0.86
13865,0.04,0.04,1.0
18104,0.04,0.03,1.0
5535,0.04,0.03,1.0
8807,0.07,0.06,1.0
1781,0.15,0.04,0.96
17642,0.08,0.3,0.88
2639,0.04,0.05,1.01
17177,0.04,0.03,1.0
8388,0.04,0.03,1.0
8457,0.04,0.03,1.0
3626,0.04,0.03,1.0
15735,0.06,0.04,0.84
1039,0.04,0.03,1.0
16079,0.02,0.04,1.0
11906,0.04,0.03,1.0
18048,0.09,-0.11,0.95
19763,0.03,0.03,1.01
9568,0.04,0.03,1.0
2656,0.04,0.04,1.0
11943,0.04,0.02,1.0
16729,0.04,0.03,1.0
3042,0.04,0.02,1.0
2552,0.03,0.05,1.01
15494,0.04,0.05,1.0
5557,0.04,0.03,1.0
2163,0.04,0.05,1.01
17070,0.05,0.04,1.0
12983,0.04,0.04,1.0
10281,-0.09,0.09,1.07
15834,0.03,0.04,1.01
16362,0.01,0.07,1.03
7127,0.05,0.1,0.95
4208,0.04,-0.57,0.9
1430,0.05,0.12,1.02
3165,0.04,0.03,1.0
2525,0.03,0.05,1.01
17693,0.04,0.03,1.0
8970,0.04,0.03,1.0
14947,0.04,0.03,1.0
11414,0.04,0.03,1.0
5807,0.05,0.0,1.0
15585,0.01,0.09,1.0
18034,0.04,0.02,1.0
6608,0.04,0.03,1.0
449,0.05,0.04,0.94
18450,0.04,0.04,1.0
10716,-0.12,0.03,1.08
6584,0.04,0.03,1.0
17757,0.04,0.02,1.0
3909,0.04,0.02,1.0
8166,0.04,0.04,1.0
9627,0.04,0.03,1.0
6929,0.04,0.04,1.0
15209,0.04,0.05,1.0
18868,0.26,0.05,1.02
8100,0.04,0.05,1.01
10745,0.04,0.04,1.0
17524,0.04,0.03,1.0
6893,0.01,0.05,0.94
6493,0.04,0.02,1.0
15127,0.04,0.03,1.0
2465,0.04,0.04,1.01
22,0.04,0.02,1.0
2070,0.04,0.05,1.0
1656,0.04,0.05,1.0
10024,0.04,0.05,1.0
9805,0.0,0.05,1.04
12481,0.04,0.04,1.0
1378,0.11,0.01,0.99
1727,0.05,0.06,1.02
12163,0.04,0.03,1.0
3945,0.04,0.02,1.0
11998,0.04,0.03,1.0
9745,0.05,0.04,0.88
15141,0.12,-0.06,1.05
4459,0.04,0.05,1.0
18949,0.04,0.04,1.0
4343,0.04,0.04,1.0
10970,-0.21,0.22000000000000003,1.04
13607,0.04,0.04,1.01
9525,0.04,0.03,1.0
7279,0.04,0.05,1.0
4888,0.04,0.04,1.01
14280,0.04,0.03,1.0
16672,0.04,0.02,1.0
14843,0.04,0.02,1.0
3682,0.03,-0.27,0.86
13838,0.04,0.04,1.01
7768,0.04,0.04,1.0
12298,0.04,0.03,1.0
10818,0.03,0.04,1.01
19357,0.04,0.04,1.02
18158,0.04,0.03,1.0
9897,0.04,0.05,1.0
14325,0.04,0.06,0.98
16334,0.03,0.04,1.01
11293,0.04,0.03,1.0
16367,0.04,0.04,1.01
14736,0.03,0.02,1.03
647,0.04,0.02,1.0
7048,0.04,0.05,1.0
8357,-0.11,0.12,0.96
19553,0.03,0.05,1.01
16008,0.11,0.21,1.06
18155,0.04,0.02,1.0
7946,0.04,0.06,0.99
13356,0.03,0.05,0.99
17653,0.04,0.03,1.0
8563,0.06,0.01,1.0
12790,0.04,0.04,1.0
1258,0.01,0.0,1.01
5264,0.05,0.07,1.02
12254,0.04,0.03,1.0
38,0.04,0.02,1.0
5805,-0.05,-0.05,1.01
11073,-0.18,-0.08,1.03
16253,0.04,-0.06000000000000001,1.06
14037,0.12,0.15,1.02
13959,0.04,0.03,1.0
7796,0.04,0.04,1.01
2164,0.04,0.05,1.01
686,0.04,0.03,1.0
17593,0.04,0.43,0.91
17640,0.07,0.23,0.89
13099,0.04,0.04,1.0
18420,0.03,0.04,1.0
16085,0.03,0.04,1.0
2466,0.04,0.04,1.01
14054,0.05,0.02,1.0
12597,0.04,0.05,1.0
13626,0.04,0.04,1.01
7909,0.04,0.05,1.0
6917,0.05,0.05,1.0
5341,0.04,0.05,1.01
6513,0.06,0.35,0.93
4913,0.04,0.05,1.01
6305,0.04,0.02,1.0
14011,0.04,0.03,1.0
11880,0.04,0.03,1.0
8413,0.04,0.03,1.0
18481,0.03,0.04,1.0
11993,0.04,0.02,1.0
14856,0.04,0.02,1.0
522,0.04,0.03,1.0
9814,0.04,0.04,1.0
15326,-0.0,0.04,1.02
17025,0.07,0.02,1.03
13228,0.04,0.05,0.99
18861,0.07,0.08,1.0
4225,0.04,0.05,1.0
16482,0.03,0.04,1.01
6962,0.05,0.08,1.0
11250,0.04,0.07,0.98
781,0.04,0.02,1.0
12108,0.04,0.02,1.0
18141,0.02,0.0,1.02
6102,0.04,0.02,1.0
6555,0.04,0.03,1.0
9962,0.04,0.05,1.0
3938,0.03,0.03,1.0
2200,0.01,0.07,1.04
15882,0.03,0.04,1.0
9635,0.04,0.03,1.0
19712,0.2,-0.009999999999999995,0.87
4578,0.04,0.04,1.0
14186,0.04,0.03,1.0
9643,-0.07,0.03,1.03
18329,0.07,0.26,1.0
11855,0.04,0.03,1.0
11157,0.03,0.06,1.02
11130,0.02,0.05,1.12
7738,0.04,0.04,1.0
17540,0.04,0.37,0.95
1830,-0.02,0.05,1.02
13551,0.03,0.1,0.99
10329,0.04,0.05,1.0
12793,0.02,0.04,1.0
16594,0.03,0.05,1.01
19534,0.09,-0.19,1.03
2381,0.05,0.05,1.02
14994,0.02,0.0,0.99
9625,0.04,0.02,1.0
4040,0.05,-0.0,0.98
13656,0.03,0.05,1.01
1248,0.04,0.05,1.0
8334,0.04,0.03,1.0
13154,0.04,0.04,1.0
7202,0.04,0.05,1.0
15065,0.04,0.03,1.0
13623,0.04,0.04,1.01
19066,0.04,0.04,1.0
16269,0.04,0.04,1.01
5908,0.04,0.03,1.0
12277,0.01,0.03,1.0
13304,0.03,0.04,1.0
11630,0.04,0.03,1.0
7175,0.08,0.29,0.92
10106,0.06,0.12,0.95
15361,0.04,0.05,1.0
12192,0.2,0.14,0.97
13459,0.04,0.04,1.01
19575,0.04,0.04,1.0
16671,0.04,0.03,1.0
12256,0.04,0.02,1.0
5992,0.04,0.03,1.0
5786,0.04,0.03,1.0
17956,0.03,0.22,1.04
4861,0.04,0.04,1.0
11201,0.04,0.05,1.01
17385,0.04,0.11,1.0
365,0.04,0.06,1.05
17876,0.04,0.02,1.0
13867,0.04,0.03,1.0
14299,0.04,0.02,1.0
19796,0.03,0.05,1.01
147,0.04,0.03,1.0
1671,0.12,0.12,0.97
12919,0.03,0.05,1.0
18794,0.04,0.04,1.0
8516,0.06,0.01,0.99
9685,0.04,0.03,1.0
13394,0.04,0.05,1.01
8673,0.04,0.03,1.0
3587,0.09,-0.04,0.96
16173,0.04,0.04,0.99
14154,0.02,0.01,1.01
13473,0.03,0.04,1.01
3386,0.04,0.02,1.0
5340,0.03,0.05,1.01
10416,0.04,0.05,1.0
17852,0.04,0.02,1.0
6872,0.04,0.05,1.0
16580,0.07,0.12,1.11
18835,0.04,0.04,1.0
15517,0.09,0.0,1.01
16712,0.04,0.03,1.0
16598,0.04,0.04,1.0
18129,0.14,0.05,0.97
10214,0.04,0.04,1.0
4147,0.05,-0.34,0.84
7872,0.04,0.05,1.01
9029,-0.02,-0.01,1.0
78,0.04,0.02,1.0
7861,0.04,0.04,1.01
2251,0.09,0.009999999999999995,1.05
7616,0.04,0.04,1.0
13997,0.04,0.02,1.0
776,0.08,-0.03,0.9
12609,0.04,0.04,1.0
19096,0.04,0.04,1.0
18230,0.04,0.04,1.0
8281,0.04,0.05,1.0
10134,0.04,0.05,1.0
2283,0.03,0.04,1.01
9093,0.02,0.03,1.0
14066,0.04,0.02,1.0
4118,0.04,0.05,1.0
17803,0.04,0.03,1.0
7965,0.04,0.05,1.03
10522,0.04,0.04,1.0
6814,0.0,0.27,0.96
3798,0.02,0.0,1.0
18577,0.04,0.04,1.0
17287,0.02,0.33,0.98
6922,0.04,0.05,1.0
9702,0.04,0.05,1.0
392,0.04,0.03,1.0
3294,0.04,0.03,1.0
16,0.04,0.02,1.0
18569,-0.04,0.1,1.03
4476,0.04,0.04,1.0
2679,0.04,0.02,1.0
19421,0.06,0.009999999999999995,1.16
16685,0.04,0.03,1.0
6795,0.04,0.02,1.0
18119,0.04,0.03,1.0
3630,0.04,0.03,1.0
16029,0.03,0.04,1.0
10928,0.04,0.04,1.01
13759,0.03,0.04,1.01
18478,0.04,0.05,1.0
8215,0.04,0.04,1.01
5218,0.03,0.05,1.0
594,0.09,0.03,0.96
13799,0.04,0.04,1.01
5079,0.03,0.04,1.01
15666,0.03,0.05,1.0
9837,0.04,0.04,1.0
6356,0.04,0.03,1.0
12267,0.04,0.02,1.0
8877,0.04,0.03,1.0
14702,0.04,0.03,1.0
14250,0.04,0.03,1.0
6441,0.04,0.03,1.0
2360,0.04,0.05,1.01
6635,0.04,0.02,1.0
5167,0.03,0.05,1.01
12129,0.04,0.02,1.0
5164,0.03,0.04,1.01
4922,0.03,0.04,1.0
12858,0.05,0.09,1.02
9749,0.0,-0.08,1.03
163,0.04,0.03,1.0
672,0.09,0.0,0.94
4561,0.01,-0.27,0.95
16102,0.03,0.04,1.0
19632,0.04,0.05,1.0
8201,0.16,0.15000000000000002,1.02
16624,0.16,-0.25,0.93
19777,0.26,0.24,1.06
11602,0.04,0.02,1.0
7023,0.03,0.05,1.0
12915,0.04,0.05,1.0
16195,0.03,0.04,1.0
10259,0.04,0.04,1.0
6030,0.06,0.55,0.82
6596,0.04,0.02,1.0
8920,0.04,0.02,1.0
8491,0.04,0.03,1.0
7527,0.04,0.04,1.0
12446,0.04,0.03,1.01
8643,0.15,0.02,0.93
5216,0.04,0.04,1.01
2297,0.06,0.09,1.03
7239,0.04,0.05,0.99
8803,0.04,0.02,1.0
15676,0.03,0.05,1.0
4804,0.04,0.04,1.0
15283,0.07,-0.14,1.0
14581,0.04,0.02,1.0
3898,0.04,0.03,1.0
12369,0.04,0.02,1.0
6771,0.04,0.02,1.0
11298,0.04,0.03,1.0
16586,0.02,0.06,1.02
1551,0.04,0.05,1.0
12845,0.04,0.04,1.0
11755,0.03,0.03,1.0
16286,0.04,0.04,1.01
16650,0.04,0.05,1.01
16614,0.04,0.04,1.01
2048,0.03,0.05,1.0
768,0.03,0.03,1.0
6201,0.04,0.02,1.0
8763,0.04,0.03,1.0
17787,0.04,0.03,1.0
10992,0.03,0.04,1.01
19736,0.03,0.05,1.01
8750,0.04,0.02,1.0
3423,0.04,0.03,1.0
4840,0.06,-0.08,1.02
14191,0.04,0.03,1.0
19004,0.0,0.04,1.0
17849,0.04,0.03,1.0
3413,0.03,0.02,1.0
10165,0.04,0.05,1.0
1405,0.04,0.04,1.0
1384,0.03,0.02,0.96
11764,0.03,-0.03,1.04
7681,0.04,0.03,1.0
6179,0.04,0.02,1.0
1641,0.04,0.04,1.0
15876,0.03,0.04,1.0
17417,0.04,0.02,1.0
9919,-0.15,0.02,0.89
7654,0.0,0.64,0.88
9677,0.04,0.02,1.0
17237,0.01,0.1,0.96
7081,0.04,0.05,1.0
10241,0.04,0.05,1.0
13462,0.04,0.04,1.01
14257,0.04,0.03,1.0
1181,0.04,0.05,1.0
5917,0.04,0.02,1.0
14216,0.14,0.41,1.02
15197,0.04,0.05,1.0
13947,0.04,0.03,1.0
11746,0.04,0.02,1.0
5499,0.04,0.02,1.0
9734,-0.29,0.05,1.02
18639,0.04,0.05,1.0
5608,0.04,0.04,1.0
11534,0.04,0.03,1.0
15353,0.04,0.05,1.0
690,0.04,0.02,1.0
4061,-0.01,-0.04,0.98
7216,0.04,0.05,1.0
19667,0.02,0.05,1.01
7170,0.03,0.01,1.01
16909,0.04,0.03,1.0
11537,0.04,0.03,1.0
18789,0.04,0.04,1.0
15619,0.04,0.05,1.0
7935,0.04,0.04,1.01
18371,0.06,0.07,0.94
7319,0.01,0.11,1.07
12448,0.03,0.03,1.0
5612,0.12,0.5,1.23
13051,0.03,0.04,1.0
4649,0.04,0.04,1.0
14109,0.15,-0.24,0.97
1887,0.11,0.1,0.96
18599,0.04,0.05,1.0
19277,0.04,0.05,1.01
2499,0.04,0.04,1.0
6514,0.07,0.48,0.84
3112,0.04,0.02,1.0
6298,0.04,0.02,1.0
13511,0.03,0.04,1.0
846,0.04,0.02,1.0
9834,0.04,0.05,1.0
13661,0.04,0.05,1.01
14159,0.21,0.0,1.01
13608,0.04,0.05,1.01
14195,0.04,0.03,1.0
8894,-0.04,0.12,1.12
19059,0.03,0.07,0.99
16061,0.12,0.02,1.0
8153,0.04,0.04,1.01
15682,0.04,0.05,1.0
17236,0.04,0.34,0.97
537,0.04,0.03,1.0
965,0.04,0.02,1.0
7918,0.04,0.04,1.01
3027,0.04,0.02,1.0
17550,0.04,0.03,1.0
2534,0.09,0.03,1.0
17274,0.04,0.02,1.0
6293,0.04,0.03,1.0
1050,0.04,0.02,1.0
7810,0.02,0.05,1.01
1964,0.04,0.05,1.0
2535,0.11,0.009999999999999995,0.89
12731,0.04,0.04,1.0
19813,0.04,0.04,1.01
16512,0.03,0.1,1.02
9469,0.04,0.03,1.0
5317,0.12,-0.32,0.99
16467,0.17,0.28,0.92
10535,0.04,0.05,1.0
16964,0.06,0.07,1.04
6455,0.04,0.03,1.0
9273,-0.23,0.1,0.88
4543,0.04,0.05,1.0
15389,0.12,-0.2,0.97
16953,0.14,0.17,0.86
16384,0.04,0.05,1.01
18527,0.04,0.04,1.0
18592,0.04,0.04,1.0
6158,0.03,0.03,1.0
14335,0.04,0.03,1.0
17927,0.04,0.03,1.0
6705,0.05,0.02,1.0
6461,0.05,0.04,1.03
8186,0.03,0.05,1.0
17987,0.04,0.02,1.0
3041,0.04,0.03,1.0
4509,0.03,0.09,1.0
7767,0.03,0.03,1.0
7437,0.04,0.04,1.0
8735,0.04,0.03,1.0
19175,0.04,0.04,1.0
14469,0.14,0.12,0.96
9251,0.04,0.03,1.0
8559,0.04,0.03,1.0
15021,0.04,0.02,1.0
17164,0.04,0.03,1.0
13889,0.04,0.03,1.0
3234,0.02,0.05,1.0
9326,0.03,0.03,1.0
19752,0.03,0.05,1.01
15772,0.04,0.04,1.0
14044,0.09,-0.08,1.05
19153,0.04,0.03,1.0
13085,0.05,-0.08,1.16
1829,0.03,0.05,1.0
6036,0.04,0.04,1.0
9893,0.04,0.05,1.0
12463,0.04,0.05,1.0
14108,0.15,0.19,0.8
561,0.03,0.03,1.0
17396,0.07,0.06,1.0
4376,0.04,0.05,1.0
14561,0.06,0.11,1.0
9475,0.04,0.03,1.0
17258,0.04,0.03,1.0
5904,0.04,0.03,1.0
4752,0.04,0.05,1.0
11829,0.06,0.06,1.0
9683,0.04,0.03,1.0
1444,0.04,0.05,1.0
9504,-0.04,0.07,1.05
4713,0.04,0.04,1.0
17624,0.04,0.02,1.0
19409,0.04,0.05,1.01
1692,0.04,0.05,1.0
19703,0.04,0.08,1.02
11259,0.04,0.02,1.0
18915,0.05,0.04,1.0
14908,0.04,0.02,1.0
6539,0.04,0.03,1.0
2501,0.04,0.05,1.01
17102,0.04,0.03,1.0
16892,0.04,0.03,1.0
16092,0.03,0.04,1.0
18075,0.04,0.03,1.0
340,0.04,0.03,1.0
2413,0.04,0.05,1.01
11107,0.04,0.04,1.01
16880,0.12,0.31,1.0
6907,0.08,0.29,1.02
6303,0.04,0.03,1.0
4906,0.04,0.05,1.0
17963,0.05,-0.11,1.02
3907,0.04,0.02,1.0
12266,0.04,0.03,1.0
2820,0.1,0.09,1.0
11007,-0.06,0.09,1.0
17708,0.04,0.03,1.0
12210,0.04,0.03,1.0
19294,0.04,0.05,1.01
1014,0.02,0.01,1.04
5727,0.04,0.03,1.0
5284,0.04,0.04,1.01
11300,0.04,0.03,1.0
14527,0.04,0.02,1.0
7902,0.05,0.07,1.05
7240,0.06,0.29,0.98
4288,0.04,0.05,1.0
18457,0.04,0.04,1.0
148,0.04,0.03,1.0
285,0.04,0.03,1.0
17792,0.04,0.03,1.0
19516,0.04,0.05,1.01
9629,0.04,0.02,1.0
15348,-0.03,-0.02,1.05
13914,0.16,-0.03,0.96
18358,0.04,0.04,1.0
11034,0.04,0.04,1.01
14703,0.04,0.02,1.0
17261,0.04,0.03,1.0
7493,0.04,0.04,1.0
4758,0.04,0.05,1.0
8276,0.03,0.05,1.01
236,0.1,0.06,1.01
17700,0.04,0.03,1.0
19459,0.04,0.04,1.01
12272,0.04,0.03,1.0
7904,0.0,0.08,1.02
18500,0.14,-0.11,1.01
11503,0.04,0.03,1.0
15501,0.03,0.05,1.04
14730,0.03,-0.27,1.05
3167,0.04,0.02,1.0
19451,0.04,0.04,1.01
11706,0.04,0.02,1.01
633,0.05,0.04,1.06
7547,0.04,0.04,1.0
2498,0.04,0.04,1.01
2672,0.03,0.04,1.01
18456,0.04,0.04,1.0
14381,0.04,0.02,1.0
18620,0.11,-0.1,0.9
18372,0.09,0.04,1.0
12007,0.04,0.03,1.0
17635,-0.01,-0.15,1.01
11427,0.04,0.03,1.0
16584,-0.0,0.13,1.02
13527,0.04,0.05,1.01
15543,0.04,0.04,1.0
13853,0.04,0.05,1.0
18433,0.12,0.25,0.86
17421,0.04,0.02,1.0
4487,0.04,0.05,1.0
15902,0.02,0.09,1.06
10978,0.04,0.05,1.01
12078,0.04,0.03,1.0
4085,0.04,0.05,1.0
10654,0.04,0.04,1.0
12394,0.04,0.03,1.0
2852,0.04,0.02,1.0
5747,0.0,0.05,1.07
19508,0.04,0.04,1.01
5696,0.04,0.03,1.0
17997,0.12,0.03,1.0
9607,-0.02,0.0,1.0
8247,0.04,0.03,1.01
14125,0.04,0.02,1.0
18560,0.05,0.36,1.01
8906,0.04,0.02,1.0
12892,0.04,0.04,1.0
19120,0.03,0.03,1.0
11091,0.03,0.05,1.01
1738,0.04,0.05,1.0
8218,0.04,0.05,1.01
12583,0.17,0.08,1.11
16280,0.04,0.05,1.01
4539,0.04,0.05,1.0
18220,0.04,0.02,1.0
2480,0.02,0.06,1.01
12274,0.04,0.02,1.0
19797,0.03,0.04,1.01
3895,0.04,0.03,1.0
16959,0.04,0.0,0.96
7420,0.04,0.04,1.0
1807,0.04,0.05,1.0
708,0.03,0.03,1.01
12877,0.31,0.11,1.16
19110,0.17,0.28,0.94
5627,0.04,0.04,1.0
18652,0.04,0.04,1.0
5947,0.04,0.02,1.0
16779,0.04,0.03,1.0
72,0.04,0.02,1.0
16003,0.07,-0.1,1.02
8736,0.04,0.03,1.0
14423,0.07,0.01,0.99
15844,0.09,0.07,1.04
14817,0.07,0.19,1.01
19518,0.03,0.04,1.01
5526,0.04,0.03,1.0
7487,0.04,0.04,1.0
10602,0.04,0.04,1.0
16419,0.04,0.04,1.01
12318,0.04,0.03,1.0
1127,0.04,0.04,1.0
1243,0.04,0.04,1.0
18184,0.08,-0.14,0.85
13510,0.04,0.04,1.01
2354,0.04,0.05,1.0
18587,0.04,0.04,1.0
13220,0.04,0.05,1.0
15072,0.04,0.02,1.0
7302,0.05,0.47,0.95
17912,0.03,0.19,1.0
13979,0.16,-0.14,0.95
18178,0.05,0.31,1.03
7514,0.03,0.03,1.0
17531,0.04,0.02,1.0
11083,0.04,0.05,1.0
13876,0.04,0.03,1.0
13666,0.04,0.05,1.0
17755,0.04,0.02,1.0
4658,0.04,0.04,1.0
15907,0.03,0.04,1.0
1345,0.04,0.05,1.0
19800,0.04,0.05,1.01
18640,0.04,0.04,1.0
8242,0.03,0.05,1.01
9718,0.04,0.05,1.0
7361,0.04,0.04,1.0
1102,0.04,0.02,1.0
12361,0.04,0.03,1.0
10335,-0.04,0.14,1.08
9960,0.04,0.04,1.0
11040,0.04,0.04,1.0
8140,0.23,0.1,1.13
8475,0.04,0.03,1.0
989,0.04,0.02,1.0
12161,0.04,0.02,1.0
17814,0.04,0.0,1.0
2897,0.04,0.02,1.0
13391,0.04,0.05,1.01
9972,0.04,0.05,1.0
18137,0.0,0.16,0.97
16792,0.04,0.03,1.0
631,0.0,-0.01,0.96
14746,0.04,0.02,1.01
1251,0.04,0.04,1.0
3282,0.04,0.02,1.0
483,0.04,0.03,1.0
11090,0.04,0.04,1.0
16818,0.18,0.18,1.02
14654,0.08,0.14,1.0
16373,0.04,0.04,1.01
10931,0.04,0.04,1.01
3116,0.04,0.03,1.0
18130,0.11,0.25,0.91
17835,0.04,0.04,1.0
5420,0.04,0.05,1.01
18688,0.04,0.04,1.0
7765,0.01,0.05,1.0
3388,0.04,0.02,1.0
17324,0.04,0.02,1.0
8024,0.05,0.06,1.06
3858,0.04,0.02,1.0
7383,0.04,0.04,1.0
7541,0.04,0.04,1.0
14117,0.04,0.03,1.0
19590,0.11,0.04,0.85
1318,0.05,0.03,0.97
3333,0.04,0.02,1.0
19572,0.03,0.04,1.01
11187,0.04,0.04,1.01
6273,0.04,0.02,1.0
12112,0.04,0.03,1.0
4955,0.04,0.04,1.01
19331,0.03,0.05,1.01
1302,0.04,0.04,1.0
17020,0.05,0.29,0.88
19366,0.23,0.2,0.82
15463,0.09,0.09,1.04
11235,0.07,0.06,0.99
5970,0.04,0.02,1.0
10867,0.01,0.07,1.01
1801,0.04,0.04,1.0
13928,0.04,0.02,1.0
10944,0.04,0.04,1.01
7116,0.11,0.42,0.89
9722,0.04,0.04,1.0
17398,0.04,0.03,1.0
3821,0.04,0.03,1.0
7817,0.02,-0.03,1.01
17744,0.04,0.02,1.0
13029,0.04,0.04,1.0
17508,0.04,0.02,1.0
1288,0.04,0.05,1.0
2141,0.1,0.05,0.93
12360,0.04,0.02,1.0
13987,0.17,0.04,0.99
14068,0.04,0.03,1.0
11208,0.05,0.02,1.0
15255,0.04,0.04,1.0
7641,0.04,0.04,1.0
11219,0.04,0.03,1.0
3770,0.04,0.03,1.0
7932,0.04,0.04,1.01
6601,0.04,0.03,1.0
15435,0.04,0.05,1.0
15906,0.03,0.04,1.0
5271,0.03,0.04,1.01
14862,0.04,0.02,1.0
14394,0.04,0.02,1.0
13818,0.04,0.04,1.01
4415,0.04,0.05,1.0
10036,0.04,0.05,1.0
7233,-0.01,-0.06,1.07
4746,0.04,0.05,1.0
18312,0.04,0.05,1.0
406,0.04,0.02,1.0
18326,0.04,0.32,1.09
14964,0.04,0.02,1.0
17973,0.04,0.03,1.0
9211,0.04,0.03,1.0
12590,0.04,0.05,1.0
15843,0.01,-0.23,0.92
13246,0.05,0.06,1.01
13233,0.05,0.05,1.0
18154,0.04,0.02,1.0
11,0.04,0.02,1.0
5120,0.05,-0.36,0.76
1179,0.04,0.05,1.0
12204,0.04,0.02,1.0
2908,0.04,0.02,1.0
7153,0.04,0.05,1.0
10411,0.04,0.05,1.0
13812,0.04,0.05,1.01
3058,0.18,-0.16,0.82
12831,0.04,0.05,1.0
7775,0.04,0.04,1.0
13207,0.04,0.05,1.0
16232,0.04,0.04,1.0
10069,0.04,-0.03,1.09
14375,0.05,0.01,0.98
19600,0.13,0.13,0.97
2930,0.03,-0.09,1.14
13957,0.04,0.03,1.0
10275,0.04,0.05,1.0
2194,0.12,0.0,1.0
18745,0.04,0.04,1.0
3908,0.04,0.02,1.0
10167,0.04,0.05,1.0
9159,0.04,0.03,1.0
1369,0.02,0.03,1.05
3894,0.04,0.02,1.0
5919,0.04,0.02,1.0
17436,0.06,0.2,0.99
1002,0.04,0.02,1.0
8646,0.06,0.06,0.9
3705,0.04,0.02,1.0
4383,0.04,0.05,1.0
1670,0.17,0.03,0.94
3276,0.06,0.0,1.0
17539,0.05,0.39,1.02
19298,0.07,0.009999999999999995,1.04
489,-0.01,0.04,1.01
18611,0.21,0.02,1.01
14761,0.04,0.02,1.0
8741,0.04,0.03,1.0
6219,0.04,0.03,1.0
9103,0.04,0.03,1.0
5530,0.04,0.03,1.0
18824,0.25,0.18,0.97
3412,0.04,0.02,1.0
9095,0.04,0.02,1.0
13602,0.02,-0.020000000000000004,1.01
15167,0.04,0.03,1.0
10768,0.04,0.05,1.01
15756,0.04,0.04,1.0
16081,0.03,0.04,1.0
15387,0.07,0.05,0.99
18942,0.03,0.03,1.01
4755,0.03,0.05,1.0
11422,0.04,0.03,1.0
19384,0.03,0.05,1.01
19160,0.25,0.29,1.0
19290,0.03,0.05,1.01
17302,0.04,0.02,1.0
17375,0.04,0.03,1.0
5685,0.0,0.02,1.04
16442,0.04,0.05,1.01
17350,0.04,0.02,1.01
14153,0.03,0.06,0.99
18997,0.2,0.0,1.0
15459,0.12,0.02,1.02
8349,0.04,0.03,1.0
11346,0.04,0.02,1.0
10399,-0.11,0.04,0.94
10814,0.05,0.04,1.04
11626,0.04,0.02,1.0
4793,0.06,-0.18,0.93
12543,0.04,0.07,0.96
1973,0.04,0.05,1.0
14378,0.04,0.03,1.0
6278,0.04,0.03,1.0
6944,0.05,-0.07,0.93
13893,0.04,0.03,1.0
15394,0.03,-0.07,0.91
8448,0.0,0.03,1.07
10277,0.04,0.05,1.01
3364,0.05,-0.06,1.07
7270,0.04,0.05,1.0
7347,0.04,0.04,1.0
17196,0.04,0.02,1.0
14284,0.04,0.03,1.0
125,0.05,0.01,1.02
17970,0.04,0.03,1.0
5834,0.04,0.03,1.0
1241,0.04,0.04,1.0
2293,0.09,0.05,0.92
9518,0.04,0.03,1.0
1231,0.04,0.05,1.0
10385,0.04,0.04,1.0
7739,0.04,0.04,1.0
