,x,y,z
275,0.04,0.03,1.0
9375,0.04,0.02,1.0
3728,0.04,0.03,1.0
9809,0.02,0.06,1.0
14508,0.01,-0.11,1.05
3853,0.04,0.02,1.0
15383,0.01,0.05,0.98
15385,0.11,0.07,0.89
7220,0.04,0.05,1.0
20,0.04,0.02,1.0
13508,0.04,0.05,1.0
7422,0.04,0.04,1.0
9756,0.04,0.04,1.0
1854,0.04,0.05,1.0
4408,0.04,0.05,1.0
2478,0.04,0.05,1.01
11194,0.03,0.05,1.01
1926,0.04,0.05,1.0
19700,0.03,0.05,1.01
18452,0.04,0.04,1.0
10538,0.04,0.04,1.0
14857,0.04,0.02,1.0
2347,0.02,0.06,1.02
19642,0.04,0.05,1.01
4894,0.04,0.04,1.01
8169,0.04,0.04,1.01
6515,0.08,0.63,0.76
5560,0.03,0.61,1.09
16843,0.04,0.03,1.0
8551,0.04,0.03,1.0
19538,0.13,0.12,1.01
15509,0.05,-0.2,1.02
4399,0.04,0.05,1.0
18390,0.0,0.0,1.03
16099,0.02,0.04,1.0
1219,0.04,0.05,1.0
6056,0.04,0.02,1.0
14119,0.04,0.03,1.0
11536,0.04,0.03,1.0
8397,0.04,0.03,1.0
6793,0.05,0.02,1.0
1958,0.04,0.05,1.0
17495,0.12,0.11,0.93
1743,0.04,0.05,1.0
19300,-0.18,-0.06000000000000001,1.01
458,0.04,0.02,1.0
5227,0.03,0.04,1.01
12855,0.04,0.05,1.0
11402,0.04,0.03,1.0
16997,0.04,0.03,1.0
7052,0.04,0.04,1.0
63,0.01,0.1,1.06
17632,0.04,0.03,1.0
15346,0.03,0.0,0.97
17626,0.04,0.02,1.0
6247,-0.06,0.39,0.94
5260,0.03,0.1,1.01
19525,0.03,0.05,1.01
7849,0.04,0.05,1.01
18780,0.04,0.06,1.0
1456,0.04,0.04,1.0
9424,0.04,0.02,1.0
18193,0.04,0.03,1.0
16795,0.04,0.03,1.0
13060,0.04,0.04,1.0
11835,0.04,0.03,1.0
1820,0.04,0.05,1.0
18607,0.07,-0.02,0.95
61,0.04,0.11,1.05
3188,0.02,0.09,1.12
16891,0.05,0.04,1.0
17875,0.05,0.02,1.0
13651,0.04,0.04,1.01
634,0.09,0.04,0.93
1927,0.04,0.05,1.0
8678,0.04,0.02,1.0
14353,0.04,0.03,1.0
10258,0.04,0.05,1.0
17825,0.04,-0.12,0.97
17605,0.04,0.03,1.0
14988,0.18,0.2,1.0
12265,0.04,0.03,1.0
3243,0.04,0.02,1.0
13258,0.04,0.05,1.0
5841,0.03,0.03,1.0
14771,0.03,-0.06,1.0
12303,0.04,0.02,1.0
19401,0.04,0.04,1.01
18039,0.07,-0.12,0.91
17710,0.04,0.02,1.0
4445,0.0,-0.17,1.0
407,0.04,0.03,1.0
8627,0.02,0.02,1.04
9357,0.04,0.02,1.0
6008,0.04,0.02,1.0
1626,0.04,0.05,1.0
1597,0.04,0.04,1.0
9248,0.04,0.02,1.0
17739,0.04,-0.08,0.93
170,0.07,0.16,1.01
2937,0.04,0.02,1.0
3308,0.02,0.05,1.0
19741,0.04,0.04,1.01
6402,0.04,0.03,1.0
14411,0.05,0.0,1.05
11749,0.04,0.03,1.0
10788,0.03,0.04,1.01
13058,0.04,0.04,1.0
5081,0.04,0.05,1.0
16293,0.04,0.04,1.01
1387,0.04,0.05,1.0
16273,0.04,0.04,1.01
684,0.04,0.03,1.0
12019,0.04,0.03,1.0
19595,0.19,0.020000000000000004,0.94
14227,0.1,-0.18,0.94
16531,0.0,0.14,0.99
15893,-0.02,0.0,0.95
15261,0.04,0.05,1.0
11345,0.04,0.03,1.0
19234,0.04,0.04,1.0
801,0.04,0.03,1.0
748,0.04,0.02,1.0
4280,0.04,0.05,1.0
19526,0.04,0.05,1.01
12673,0.04,0.05,1.0
2210,0.04,0.05,1.01
3132,0.04,0.02,1.0
10235,0.04,0.05,1.0
591,0.06,0.03,1.05
9932,0.03,0.05,1.02
17629,0.04,0.03,1.0
3864,0.04,0.02,1.0
1493,0.04,0.05,1.0
16189,0.03,0.04,1.0
17263,0.04,0.02,1.0
17225,0.04,0.02,1.0
1407,0.04,0.04,1.0
964,0.04,0.03,1.0
14623,0.04,0.02,1.0
19707,0.1,0.07,0.96
5990,0.04,0.03,1.0
8557,0.04,0.02,1.0
16137,0.03,0.04,1.0
7058,0.06,0.02,0.99
11441,0.14,0.07,1.02
3407,0.01,0.0,0.92
10776,0.04,0.04,1.01
17179,0.04,0.03,1.0
17469,0.04,0.02,1.0
11416,0.04,0.02,1.0
8223,0.04,0.04,1.01
12396,0.04,0.02,1.0
18996,0.2,0.01,0.98
6144,0.04,0.02,1.0
8816,0.04,0.02,1.0
14613,0.17,0.33,0.89
11038,0.04,0.04,1.01
5519,0.04,0.02,1.0
5032,0.04,0.04,1.01
6789,0.04,0.02,1.0
13392,0.03,0.04,1.0
7651,0.04,0.04,1.0
11105,0.04,0.04,1.01
15909,0.03,0.03,1.0
3446,0.04,0.02,1.0
5777,0.04,0.02,1.0
7715,0.0,0.03,1.07
6437,0.03,0.01,1.0
15698,0.04,0.04,1.0
19617,0.04,0.05,1.01
14914,0.03,0.03,1.0
10513,-0.07,0.07,1.05
6960,0.12,0.14,0.89
1615,0.06,0.05,0.93
5531,0.04,0.03,1.0
13345,0.17,0.11,1.1
7036,0.04,0.05,1.0
16656,0.04,0.05,1.02
9419,0.04,0.02,1.0
6503,0.05,0.03,1.0
10303,0.04,0.04,1.0
2682,0.04,0.02,1.0
5575,0.04,0.03,1.0
6457,0.04,0.02,1.0
14355,0.04,0.02,1.0
15852,0.02,0.03,1.01
11401,0.04,0.03,1.0
17794,0.04,0.03,1.0
1747,0.04,0.05,1.0
15032,0.14,-0.13,1.0
1825,0.04,0.05,1.0
812,0.07,0.0,1.03
870,0.04,0.03,1.0
10076,0.04,0.05,1.0
19347,0.03,0.05,1.01
15446,0.01,0.09,1.1
3395,-0.0,-0.07,1.03
8499,-0.32,0.0,1.17
12909,0.04,0.05,1.0
16700,0.13,0.36,0.96
9731,-0.12,0.08,1.04
6660,0.02,0.02,1.01
17097,0.04,0.03,1.0
9131,0.04,0.03,1.0
3669,0.04,0.02,1.0
5230,0.03,0.05,1.0
16236,0.03,0.04,1.01
10099,0.05,0.05,1.01
15015,0.04,0.03,1.0
2563,0.04,0.04,1.01
1847,0.04,0.05,1.0
15095,0.18,0.11,1.1
12552,0.04,0.05,1.0
6236,0.04,0.03,1.0
11741,0.04,0.03,1.0
4863,0.04,0.04,1.0
15846,0.06,0.04,0.87
5620,0.04,0.39,1.05
4295,0.04,0.05,1.0
10884,0.04,0.05,1.01
16868,0.04,0.03,1.0
17152,0.14,0.22,0.94
4796,0.03,0.01,0.96
3497,0.0,-0.07,0.95
7989,0.03,0.05,1.0
17585,0.04,-0.26,0.88
3801,0.04,0.02,1.0
12528,0.23,0.12,0.91
1746,0.04,0.05,1.0
14989,0.18,0.08,0.98
7185,0.13,0.46,0.96
3662,0.04,0.03,1.0
18524,0.04,0.05,1.0
15035,0.08,0.01,1.0
5195,0.14,-0.24,1.06
10097,0.04,0.05,1.0
19515,0.04,0.05,1.01
4943,0.04,-0.06000000000000001,0.94
3521,0.04,0.03,1.0
29,0.04,0.02,1.0
521,0.04,0.02,1.0
14892,0.04,0.02,1.0
131,0.04,0.03,1.0
4982,0.04,0.04,1.01
8058,0.04,0.05,1.01
14472,0.05,0.01,1.16
15474,0.03,0.05,1.0
17250,0.04,0.03,1.0
15809,0.04,0.04,1.0
7401,0.07,0.41,0.85
9772,0.04,0.04,1.0
11704,0.04,0.02,1.0
1983,0.04,0.05,1.0
15748,0.04,0.04,1.0
10997,0.04,0.05,1.0
12098,0.06,0.01,1.02
7356,0.04,0.04,1.0
19267,0.04,0.04,1.01
13364,0.04,0.04,1.0
3757,0.04,0.03,1.0
2205,0.04,0.06,1.01
14046,0.18,0.09,1.02
1581,0.04,0.05,1.0
4705,0.04,0.04,1.0
10298,0.06,0.07,1.12
11902,0.04,0.02,1.0
17028,0.02,0.07,1.01
10128,0.03,-0.08,1.02
12626,0.33,0.01,0.98
6725,0.05,0.55,0.95
5827,0.04,0.03,1.0
10548,0.04,0.05,1.0
14096,0.02,0.03,0.99
11890,0.04,0.02,1.0
15453,0.09,-0.07,0.91
13178,0.05,0.04,1.0
2793,0.04,0.02,1.0
388,0.04,0.03,1.0
1957,0.04,0.05,1.0
11198,0.04,0.04,1.01
11366,0.04,0.03,1.0
12922,0.16,0.05,0.97
315,0.04,0.03,1.0
2008,0.04,0.05,1.0
18225,0.04,0.05,1.0
413,0.04,0.02,1.0
16117,0.05,0.11,0.93
18451,0.04,0.04,1.0
3508,0.04,0.02,1.0
11839,0.04,0.03,1.0
606,0.04,0.03,1.0
15,0.04,0.02,1.0
10741,0.04,0.04,1.0
9872,0.04,0.05,1.0
3125,0.04,0.02,1.0
4183,0.04,0.05,1.01
309,0.04,0.03,1.0
1485,0.02,-0.03,1.05
1255,-0.04,0.07,1.02
14357,0.04,0.02,1.0
13691,0.25,0.009999999999999995,1.2
8772,0.04,0.02,1.0
7012,0.02,0.14,0.97
2522,0.04,0.05,1.01
7828,0.02,0.05,1.02
7944,0.03,0.05,1.01
13868,0.04,0.03,1.0
2132,0.03,0.04,1.01
703,0.04,0.03,1.0
1951,0.04,0.04,1.0
16408,0.14,-0.22999999999999998,0.95
4043,0.08,-0.07,0.97
11620,0.04,0.02,1.0
18591,0.04,0.04,1.0
1113,0.04,0.05,1.0
9571,0.04,0.03,1.0
1908,0.04,0.05,1.0
13740,0.15,0.020000000000000004,1.14
638,-0.0,0.0,1.07
248,0.04,0.03,1.0
2411,0.03,0.04,1.01
5432,0.02,-0.22999999999999998,1.0
697,0.04,0.02,1.0
18814,0.1,-0.19,1.04
8088,0.05,0.08,1.0
17116,0.04,0.03,1.0
9352,0.04,0.02,1.0
2232,0.04,0.05,1.01
11362,0.04,0.03,1.0
8564,0.0,0.05,1.02
70,0.04,0.02,1.0
19263,0.04,0.04,1.01
1180,0.04,0.04,1.0
5329,0.04,0.04,1.01
17048,0.04,0.03,1.0
17419,0.04,0.03,1.0
1894,-0.01,0.1,1.01
5223,0.04,0.04,1.0
17401,0.04,0.03,1.0
13648,0.03,0.05,1.02
14242,0.04,0.03,1.0
16648,0.04,0.04,1.01
14838,0.04,0.03,1.0
16887,0.07,0.09,1.0
2093,0.04,0.05,1.0
18808,0.04,0.05,1.0
14881,0.18,0.18,0.93
4467,0.04,0.05,1.0
19774,0.14,0.16999999999999998,1.0
3020,0.04,0.02,1.0
17012,0.08,-0.11,0.96
6033,0.04,0.05,0.96
13354,0.19,0.02,1.04
6281,0.04,0.03,1.0
1085,0.04,0.02,1.0
11599,0.04,0.03,1.0
2898,0.04,0.03,1.0
15382,0.05,0.05,1.12
6994,-0.0,-0.01,0.96
15719,0.04,0.04,1.0
5636,0.04,0.03,1.0
946,0.04,0.02,1.0
11336,0.04,0.03,1.0
14533,0.04,0.02,1.0
10327,0.04,0.05,1.0
19442,0.03,0.05,1.0
15018,0.03,0.03,1.0
8390,0.04,0.02,1.0
3449,0.04,0.03,1.0
15829,0.04,0.04,1.0
11019,-0.25,0.22000000000000003,1.04
14063,0.04,0.03,1.0
367,0.07,0.09,1.0
12358,0.04,0.02,1.0
6591,0.04,0.03,1.0
17565,0.04,0.03,1.0
5849,0.04,0.03,1.0
1154,0.18,0.01,0.96
5810,0.04,0.02,1.0
17267,0.04,0.02,1.0
10216,0.04,0.05,1.0
4606,0.04,0.05,1.0
14326,0.11,0.07,1.0
8047,0.04,0.04,1.01
8713,0.04,0.03,1.01
16382,0.04,0.05,1.0
2016,0.04,0.05,1.0
2620,0.04,0.04,1.01
11320,0.38,0.23,0.88
8598,0.04,0.02,1.0
11497,0.04,0.02,1.0
12456,0.04,0.02,1.0
16350,0.09,0.32,1.16
184,0.07,-0.02,1.0
15014,0.04,0.03,1.0
13153,0.04,0.05,1.0
11805,0.04,0.02,1.0
5975,0.09,-0.01,1.12
17157,0.05,0.07,0.99
17789,0.04,0.02,1.0
9937,0.04,0.05,1.0
16042,0.03,0.04,1.0
10790,0.03,0.04,1.01
9700,0.04,0.05,1.0
10347,-0.12,0.03,0.85
12985,0.04,0.04,1.0
593,0.06,0.04,0.98
5524,0.04,0.02,1.0
9981,0.16,0.1,0.9
6941,-0.02,-0.04,1.0
1030,0.04,0.03,1.0
12680,0.23,-0.11,1.01
4146,0.05,-0.07,0.99
16039,0.03,0.04,1.0
17072,0.03,0.03,1.06
539,0.02,0.03,1.0
13314,0.04,0.05,1.0
15325,0.03,0.04,1.0
7698,0.04,0.04,1.0
13430,0.27,0.03,1.06
5294,0.04,0.04,1.01
14300,0.04,0.02,1.0
11087,0.04,0.04,1.0
7587,0.04,0.04,1.0
7195,0.04,0.05,1.0
2314,0.04,0.04,1.0
8226,0.04,0.04,1.01
13214,0.04,0.05,1.0
15830,0.04,0.04,1.0
9290,-0.18,0.06,0.95
3585,0.01,0.02,1.02
9200,0.04,0.03,1.0
12996,0.04,0.04,1.0
8912,0.04,0.03,1.0
9223,-0.27,0.11,0.93
17409,0.04,0.02,1.0
6734,0.05,0.03,1.0
19592,0.11,-0.009999999999999995,0.98
4431,0.04,0.05,1.0
1768,0.04,0.05,1.0
10067,-0.0,0.09,1.02
4866,0.04,0.04,1.0
11322,0.13,0.11,1.05
7369,0.04,0.04,1.0
7357,0.04,0.04,1.0
13958,0.04,0.03,1.0
16605,0.04,0.05,1.01
466,0.04,0.02,1.0
14298,0.04,0.02,1.0
1199,0.04,0.05,1.0
4485,0.04,0.05,1.0
10749,0.04,0.04,1.0
8548,0.04,0.03,1.0
13756,0.03,0.05,1.0
14360,0.02,0.1,1.14
8385,0.04,0.03,1.0
17941,0.04,0.03,1.0
2536,0.19,-0.009999999999999995,0.82
16370,0.04,0.04,1.0
13455,0.03,0.05,1.01
4245,0.04,0.05,1.0
17389,0.12,-0.07,0.95
7033,0.04,0.05,1.0
8521,0.04,0.03,1.0
2023,0.04,0.05,1.0
12984,0.04,0.04,1.0
12347,0.04,0.03,1.0
16157,-0.02,0.28,0.92
19287,0.04,0.05,1.01
11558,0.04,0.03,1.0
12717,0.04,0.04,1.0
4380,0.04,0.05,1.0
14646,0.04,0.03,1.0
4809,0.04,0.05,1.0
1949,0.01,0.09,1.03
17086,0.07,-0.01,1.08
9404,-0.05,0.09,0.99
2575,0.04,0.04,1.01
19436,-0.03,0.07,1.06
17057,0.04,0.03,1.0
18299,0.04,0.05,1.0
19137,0.04,0.04,1.0
16067,0.02,0.03,1.05
13318,0.05,0.05,1.0
15672,0.04,0.05,1.0
4770,0.04,0.05,1.0
18093,0.02,0.22,1.03
3404,0.09,0.04,0.87
16296,-0.0,0.04,0.98
13769,0.03,0.05,1.01
13792,0.03,0.05,1.01
14271,0.04,0.03,1.0
7513,0.02,0.04,1.0
11304,0.17,0.07,1.01
17774,0.07,-0.02,0.92
158,0.04,0.03,1.0
2457,0.04,0.05,1.01
1239,0.04,0.05,1.0
19416,0.01,0.04,1.02
2064,0.04,0.05,1.0
10794,0.04,0.04,1.0
3428,0.04,0.02,1.0
19577,0.04,0.04,1.01
12478,0.04,0.05,1.0
5359,0.04,0.06,1.01
13791,0.01,0.06,1.01
133,0.04,0.03,1.0
5171,0.04,0.04,1.0
15374,0.04,0.05,1.0
10595,0.04,0.04,1.0
408,0.04,0.03,1.0
16068,0.02,0.05,1.0
5749,0.04,0.02,1.0
17355,0.04,0.03,1.0
2062,0.02,0.04,1.0
13821,0.04,0.04,1.02
14042,0.2,-0.05,1.02
7634,0.04,0.04,1.0
5922,0.04,0.03,1.0
2788,0.04,0.02,1.0
15270,0.03,0.05,1.0
13836,0.04,0.04,1.02
7784,0.04,0.04,1.0
5076,0.04,0.05,1.01
18128,0.12,0.05,0.98
2219,0.04,0.05,1.01
11264,0.04,0.03,1.0
3121,0.04,0.03,1.0
14467,0.09,0.03,1.12
1484,0.0,0.06,1.04
9074,0.04,0.03,1.0
5463,0.04,0.04,1.01
19044,0.11,-0.25,1.02
3006,0.04,0.02,1.0
9481,0.04,0.03,1.0
14081,0.04,0.03,1.0
17347,0.03,0.02,1.0
10144,0.04,0.05,1.0
15359,0.04,0.05,1.0
3868,0.04,0.02,1.0
2553,0.03,0.05,1.01
12655,0.04,0.05,1.0
10873,0.04,0.04,1.01
19530,0.0,0.08,1.11
18152,0.04,0.03,1.0
3606,0.04,0.03,1.0
13963,0.04,0.03,1.0
6916,0.04,0.05,1.02
12270,0.04,0.02,1.0
5845,0.04,0.02,1.0
12106,0.04,0.02,1.0
4325,0.04,0.05,1.0
15943,0.05,-0.04,0.98
1861,0.04,0.05,1.0
19259,0.04,0.04,1.01
12250,0.04,0.02,1.0
4643,0.04,0.04,1.0
18608,0.05,-0.03,0.95
10821,0.04,0.04,1.01
3476,0.05,0.03,1.0
17636,0.02,-0.08,0.98
4281,0.03,0.05,1.0
19286,0.03,0.05,1.01
16822,0.09,0.1,1.05
11021,0.0,0.04,1.08
17100,0.04,0.03,1.0
7632,0.04,0.04,1.0
17647,0.04,0.12,0.99
16505,0.03,0.04,1.0
15272,0.05,0.05,1.0
1059,0.01,-0.03,0.97
18898,0.04,0.05,1.0
11889,0.04,0.03,1.0
10015,0.03,0.05,1.0
18394,0.04,0.05,1.0
874,0.04,0.02,1.0
10756,0.04,0.04,1.0
4266,0.0,-0.16,1.04
4515,0.04,0.05,1.0
8752,0.04,0.03,1.0
9274,-0.26,0.12,1.0
16287,0.03,0.04,1.01
3629,0.04,0.03,1.0
5958,0.04,0.02,1.0
10094,0.03,0.05,1.0
5787,0.04,0.03,1.0
7174,0.09,0.03,1.01
16919,0.04,0.03,1.0
1928,0.04,0.05,1.0
8703,0.01,0.09,0.97
6391,0.02,0.01,1.02
9167,0.04,0.03,1.0
1353,0.04,0.05,1.0
17705,0.04,0.03,1.0
12960,0.04,0.04,1.0
868,0.04,0.02,1.0
3465,0.04,0.03,1.0
4594,0.04,0.05,1.0
8452,0.02,-0.01,1.0
3678,0.04,0.02,1.0
2454,0.04,0.04,1.01
16814,0.11,0.33,0.86
9096,0.04,0.03,1.0
7115,0.09,0.11,1.07
260,0.04,0.03,1.0
11144,0.04,0.04,1.0
16906,0.04,0.03,1.0
5949,0.04,0.02,1.0
10868,0.03,0.05,1.01
13713,0.04,0.04,1.01
17029,0.05,0.01,1.0
6830,0.04,0.02,1.0
2213,0.03,0.05,1.01
834,0.04,0.02,1.0
15176,0.04,0.03,1.0
14568,0.04,0.02,1.0
18430,0.18,-0.04,0.96
9537,0.04,0.03,1.0
5943,0.04,0.02,1.0
900,-0.07,0.04,1.0
11946,0.04,0.02,1.0
2422,0.04,0.05,1.01
13950,0.04,0.03,1.0
5026,0.04,0.04,1.01
2984,-0.03,-0.5,0.94
12696,0.15,0.09,1.12
2253,0.01,0.06,1.04
3610,0.04,0.03,1.0
10156,0.04,0.05,1.0
18314,0.03,0.04,1.0
19305,0.19,0.06,1.05
10730,0.04,0.05,1.08
14842,0.04,0.03,1.0
2464,0.04,0.05,1.0
17039,0.04,0.03,1.0
429,0.04,0.03,1.0
3029,0.04,0.03,1.0
17961,0.07,-0.18,0.88
17939,0.04,0.03,1.0
7871,0.04,0.04,1.01
19749,0.03,0.05,1.01
10475,0.04,0.05,1.0
15158,0.04,0.03,1.0
7316,0.11,0.18,0.96
12671,0.04,0.05,1.0
9758,0.04,0.05,1.01
9101,0.03,0.03,1.0
15783,0.02,0.17,1.07
17791,0.04,0.02,1.0
17218,0.04,0.03,1.0
11330,0.04,0.03,1.0
9319,0.04,0.02,1.0
13034,0.04,0.03,1.0
11324,0.07,0.08,1.03
10446,-0.21,0.13,0.79
4702,0.04,0.04,1.0
2958,0.04,0.02,1.0
7542,0.04,0.04,1.0
10328,0.04,0.05,1.0
18872,0.15,0.34,0.99
13257,0.04,0.05,1.0
12341,0.04,0.02,1.0
13012,0.41,0.12,0.77
15008,0.04,0.02,1.0
621,0.04,0.02,1.0
1659,0.04,0.05,1.0
2633,0.04,0.05,1.01
17232,0.07,-0.09,1.16
8780,0.04,0.02,1.0
5645,0.04,0.02,1.0
16360,0.07,0.09,1.0
11480,0.04,0.03,1.0
1689,0.04,0.05,1.0
4092,0.04,0.05,1.0
10194,-0.0,-0.07,1.01
4491,-0.01,-0.13,1.02
12698,0.05,0.19,0.96
5994,0.04,0.03,1.0
3443,0.04,0.03,1.0
1726,0.09,0.01,1.02
13035,0.04,0.04,1.0
7192,-0.03,0.05,1.09
5668,0.02,0.03,1.0
3602,0.04,0.0,1.0
11022,-0.03,0.05,0.92
17975,0.04,0.03,1.01
19068,0.04,0.04,1.0
17093,0.04,-0.02,1.09
6755,0.03,0.25,0.94
7925,0.04,0.05,1.01
9505,-0.01,0.04,1.11
10318,0.04,0.04,1.0
6222,0.03,0.03,1.0
376,0.04,0.03,1.0
3591,0.09,-0.41,0.93
15609,0.04,0.05,1.0
826,0.03,0.03,1.0
705,0.01,0.02,1.01
4263,0.01,-0.34,0.88
2662,0.04,0.04,1.01
5350,0.03,0.04,1.01
10791,0.03,0.04,1.01
8124,0.04,0.05,1.01
7162,0.04,0.05,1.01
7321,0.01,0.01,1.0
18736,0.04,0.04,1.0
3572,0.04,0.02,1.0
9011,0.04,0.02,1.0
208,0.04,0.03,1.0
2341,0.1,0.020000000000000004,0.86
19709,0.09,-0.12000000000000001,0.98
5261,0.03,0.06,1.01
3150,0.03,0.02,1.0
15877,0.04,0.04,1.0
11279,0.04,0.02,1.01
18151,0.04,0.02,1.0
4130,0.04,0.04,1.0
17462,0.04,0.02,1.01
13190,0.12,0.0,1.12
17631,0.04,0.03,1.0
6269,0.04,0.02,1.0
5605,0.04,0.03,1.0
1938,-0.02,0.04,1.15
18674,0.11,0.15,0.98
5044,0.04,0.04,1.01
18919,0.06,-0.07,1.03
12570,0.37,-0.02,0.86
2839,0.04,0.02,1.0
7671,0.04,0.04,1.0
16689,0.04,0.0,1.18
9304,0.04,0.02,1.0
462,0.04,0.03,1.0
18875,0.22,-0.05,1.03
754,0.04,0.02,1.0
6661,-0.0,0.08,1.09
12201,0.04,0.02,1.0
15433,0.04,0.05,1.0
15096,0.06,0.07,1.02
18254,0.04,0.05,1.0
4398,0.04,0.05,1.0
1051,0.04,0.03,1.0
16443,0.04,0.04,1.01
17009,0.11,-0.06,1.0
7750,0.04,0.03,1.01
13067,0.04,0.04,1.0
19372,0.14,0.03,1.07
18691,0.04,0.04,1.0
9889,0.04,0.04,1.0
13398,0.04,0.05,1.01
17833,0.04,0.02,1.0
6287,0.04,0.03,1.0
910,0.04,0.02,1.0
18298,0.04,0.05,1.0
17451,0.04,0.02,1.0
17817,0.05,-0.0,1.0
17358,0.04,0.02,1.0
1844,0.03,0.05,1.0
3513,0.03,0.03,1.0
19415,0.04,0.05,1.0
4390,0.03,0.05,1.0
11008,-0.14,0.15000000000000002,0.85
1203,0.0,0.02,1.04
18264,0.15,0.3,0.91
111,0.02,0.18,0.93
18211,0.04,0.03,1.0
1704,0.04,0.04,1.0
8846,-0.04,0.06,1.0
9973,0.03,0.05,1.01
12174,0.03,0.03,1.0
980,0.04,0.02,1.0
6527,-0.01,0.43,0.99
8518,0.07,0.01,0.95
7408,0.04,0.04,1.0
17216,0.04,0.03,1.0
15081,0.04,0.07,1.06
9839,0.04,0.05,1.0
19745,0.03,0.05,1.01
5360,0.03,0.04,1.01
6858,0.04,0.04,1.0
6344,0.04,0.03,1.0
17091,0.04,0.02,0.99
1410,0.04,0.05,1.0
11986,0.04,0.03,1.0
9006,0.04,0.03,1.0
12842,0.04,0.05,1.0
18219,0.04,0.02,1.0
17051,0.04,0.03,1.0
3511,0.04,0.02,1.0
15073,0.04,0.02,1.0
17917,0.05,-0.0,1.04
9346,-0.13,-0.02,1.09
4980,0.03,0.05,1.01
16524,0.11,-0.22999999999999998,0.97
12582,0.29,0.09,0.92
1617,-0.0,0.08,1.05
18689,0.04,0.04,1.0
18700,0.04,0.04,1.0
11033,0.04,0.04,1.01
6585,0.04,0.02,1.0
6390,0.03,0.03,1.0
14955,0.04,0.02,1.0
2371,0.03,0.04,1.0
10386,0.01,0.02,1.0
16508,0.04,0.04,1.01
12104,0.04,0.02,1.0
4238,0.03,0.05,1.0
15872,0.03,0.04,1.0
5302,0.03,0.05,1.01
3854,0.04,0.02,1.0
17563,0.04,0.02,1.0
11883,0.04,0.02,1.0
7154,0.04,0.04,1.0
15556,0.04,0.05,1.0
4375,0.03,0.05,1.0
14029,0.04,0.04,1.0
5928,0.0,0.26,0.95
216,0.04,0.03,1.0
15243,0.04,0.05,1.0
10441,0.04,0.04,1.0
13431,0.42,0.06,1.05
8095,0.04,0.04,1.01
5067,0.06,-0.38999999999999996,0.79
16237,0.04,0.05,1.01
16603,0.03,0.04,1.01
6500,0.04,0.03,1.0
16266,0.04,0.04,1.01
6285,0.04,0.03,1.0
3995,0.04,0.05,1.0
13804,0.04,0.04,1.01
9295,0.04,0.03,1.0
11341,0.03,0.03,1.0
5497,0.04,0.03,1.0
5940,0.05,0.04,1.0
13771,0.04,0.05,1.01
12827,0.04,0.05,1.0
17303,0.04,0.02,1.0
12181,0.18,0.03,1.2
12302,0.04,0.02,1.0
764,0.04,0.03,1.0
14741,0.04,0.03,1.0
15139,0.15,-0.17,0.98
15227,0.05,-0.11,1.0
14212,0.04,0.03,1.0
6779,0.04,0.02,1.0
6333,0.01,0.11,0.97
11230,0.02,0.03,1.0
14192,0.04,0.03,1.0
17982,0.04,0.02,1.0
12319,0.04,0.02,1.0
2968,0.04,0.02,1.0
3472,0.04,0.03,1.0
2395,0.04,0.05,1.01
14399,0.04,0.03,1.0
18743,0.03,0.04,1.0
8415,0.04,0.03,1.0
19125,0.04,0.04,1.0
14324,0.05,0.03,0.97
1624,0.04,0.04,1.0
1204,0.0,0.03,1.0
12921,0.07,0.04,1.04
15193,0.04,0.05,1.0
18320,0.04,-0.07,0.96
6815,0.02,0.07,1.03
2482,0.02,0.08,1.09
19438,0.04,0.08,1.01
16423,0.04,0.04,1.01
17575,0.04,0.03,1.0
11357,0.04,0.03,1.0
10003,0.06,0.06,0.95
8081,0.24,0.35000000000000003,0.91
18826,0.25,-0.06,1.01
15810,0.04,0.04,1.0
14303,0.04,0.02,1.0
9370,0.04,0.03,1.0
3418,0.04,0.02,1.0
1128,0.05,0.04,1.0
18201,0.04,0.02,1.0
19476,0.23,0.22000000000000003,0.86
13309,0.04,0.05,1.0
8821,0.04,0.02,1.0
10592,0.04,0.04,1.0
1672,0.05,0.13,0.98
10529,0.04,0.04,1.0
10883,0.04,0.04,1.01
18117,0.04,0.02,1.0
9693,0.04,0.05,1.0
1297,0.04,0.05,1.0
15995,0.04,0.04,1.0
4119,0.04,0.04,1.0
6992,-0.05,0.01,1.02
18891,0.04,0.05,1.0
6388,0.0,0.24,0.97
3433,0.04,0.02,1.0
480,0.04,0.03,1.0
1598,0.04,0.05,1.0
13750,0.04,0.04,1.01
17380,0.04,-0.15,0.98
15614,0.04,0.05,1.0
7111,0.08,0.01,0.98
18043,0.05,0.25,0.99
12297,0.04,0.03,1.0
2492,0.07,0.009999999999999995,1.02
16826,-0.02,-0.03,1.01
9045,0.03,0.07,0.98
18344,0.04,0.04,1.0
10573,0.0,0.06,0.94
13206,0.04,0.05,1.0
15217,0.0,0.13,1.01
648,0.04,0.02,1.0
12720,0.04,0.05,1.0
3773,0.04,0.02,1.0
19031,0.04,0.04,1.0
13819,0.04,0.04,1.01
1459,0.04,0.05,1.0
19143,0.04,0.04,1.0
16022,0.03,0.04,1.0
13066,0.04,0.04,1.0
11189,0.04,0.04,1.01
14683,0.04,0.03,1.0
16448,0.03,0.05,1.01
885,0.04,0.02,1.0
544,0.08,0.02,0.97
